,Age,BusinessTravel,DistanceFromHome,EnvironmentSatisfaction,Gender,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
362,0.07142857142857145,0.0,0.2857142857142857,0.0,1.0,0.0,1.0,0.08430753027909427,0.1111111111111111,0.0,0.9285714285714285,1.0,0.0,0.07500000000000001,0.5,0.07500000000000001,0.1111111111111111,0.13333333333333333,0.11764705882352941,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2232,0.02380952380952378,1.0,0.17857142857142855,0.3333333333333333,0.0,0.0,0.3333333333333333,0.08278041074249606,0.1111111111111111,0.0,0.1428571428571428,0.0,0.0,0.025,0.3333333333333333,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
76,0.4047619047619047,1.0,0.0,0.6666666666666667,1.0,0.25,0.0,0.17393364928909955,0.0,0.0,0.2142857142857143,0.0,0.0,0.4,0.3333333333333333,0.375,0.7222222222222222,0.13333333333333333,0.47058823529411764,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2188,0.5238095238095237,0.0,0.14285714285714285,0.0,1.0,0.0,0.0,0.05781990521327015,0.5555555555555556,0.0,0.3571428571428571,0.0,0.0,0.1,0.3333333333333333,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
937,0.49999999999999994,1.0,0.42857142857142855,0.6666666666666667,0.0,0.75,0.3333333333333333,0.84855186940495,0.6666666666666666,1.0,0.1428571428571428,0.0,0.6666666666666666,0.525,0.6666666666666666,0.47500000000000003,0.5,1.0,0.11764705882352941,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2134,0.11904761904761901,1.0,0.6428571428571428,0.6666666666666667,0.0,0.0,0.3333333333333333,0.02727751448130595,0.1111111111111111,0.0,0.0,0.0,0.0,0.025,0.3333333333333333,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2205,0.4047619047619047,0.5,0.10714285714285714,1.0,0.0,0.0,0.0,0.08672985781990522,0.4444444444444444,1.0,0.0,0.0,0.0,0.275,0.6666666666666666,0.15000000000000002,0.16666666666666666,0.13333333333333333,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,0.49999999999999994,0.5,0.0,0.3333333333333333,1.0,1.0,0.6666666666666667,0.9577672459189047,0.1111111111111111,1.0,0.2142857142857143,0.0,0.3333333333333333,0.525,0.5,0.525,0.4444444444444444,0.06666666666666667,0.3529411764705882,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1939,0.35714285714285715,0.5,0.75,0.6666666666666667,0.0,0.0,0.0,0.05344918378093733,0.1111111111111111,0.0,0.4999999999999999,0.0,0.3333333333333333,0.2,0.3333333333333333,0.2,0.05555555555555555,0.3333333333333333,0.3529411764705882,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1098,0.5238095238095237,0.0,0.25,1.0,1.0,0.25,1.0,0.16113744075829387,0.3333333333333333,1.0,0.4999999999999999,0.0,0.0,0.2,0.3333333333333333,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2437,0.6904761904761905,0.0,0.8571428571428571,0.0,1.0,0.5,0.3333333333333333,0.5601369141653502,0.1111111111111111,0.0,0.0714285714285714,0.0,0.0,0.275,0.3333333333333333,0.2,0.3333333333333333,0.4666666666666667,0.4117647058823529,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2313,0.5238095238095237,0.5,0.5357142857142857,0.3333333333333333,0.0,0.25,0.0,0.17014218009478674,0.1111111111111111,0.0,0.2142857142857143,0.0,0.0,0.2,0.6666666666666666,0.15000000000000002,0.1111111111111111,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1203,0.8333333333333333,1.0,0.8214285714285714,0.3333333333333333,1.0,0.5,1.0,0.3157451290152712,0.3333333333333333,0.0,0.2857142857142857,0.0,0.0,0.275,0.3333333333333333,0.1,0.16666666666666666,0.06666666666666667,0.11764705882352941,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2113,0.2619047619047619,0.5,0.39285714285714285,0.0,1.0,0.0,0.0,0.069826224328594,0.3333333333333333,1.0,0.2142857142857143,0.0,1.0,0.1,0.3333333333333333,0.05,0.1111111111111111,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1303,0.6904761904761905,1.0,0.10714285714285714,0.6666666666666667,0.0,0.5,0.3333333333333333,0.49099526066350707,0.8888888888888888,1.0,0.0714285714285714,0.0,0.3333333333333333,0.7000000000000001,0.6666666666666666,0.55,0.611111111111111,0.9333333333333333,0.5882352941176471,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2223,0.6190476190476188,1.0,0.3214285714285714,0.3333333333333333,0.0,1.0,0.3333333333333333,0.9729857819905213,0.2222222222222222,0.0,0.0714285714285714,0.0,0.0,0.65,0.0,0.5750000000000001,0.8333333333333333,0.9333333333333333,0.47058823529411764,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1241,0.3333333333333333,1.0,0.6428571428571428,1.0,1.0,0.5,0.6666666666666667,0.4529225908372828,0.3333333333333333,0.0,0.1428571428571428,0.0,0.3333333333333333,0.25,0.3333333333333333,0.1,0.16666666666666666,0.0,0.11764705882352941,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1189,0.35714285714285715,1.0,0.03571428571428571,1.0,1.0,0.25,1.0,0.23675618746708796,0.1111111111111111,0.0,0.2142857142857143,0.0,0.6666666666666666,0.15000000000000002,0.8333333333333333,0.15000000000000002,0.1111111111111111,0.0,0.23529411764705882,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1290,0.380952380952381,0.5,0.2857142857142857,1.0,1.0,0.25,0.0,0.22838335966298054,0.4444444444444444,0.0,0.4285714285714285,0.0,0.3333333333333333,0.275,0.5,0.17500000000000002,0.05555555555555555,0.0,0.4117647058823529,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
232,0.976190476190476,1.0,0.17857142857142855,0.3333333333333333,1.0,0.0,0.6666666666666667,0.06624539231174303,0.8888888888888888,0.0,0.4285714285714285,0.0,0.0,0.17500000000000002,0.3333333333333333,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1953,0.07142857142857145,1.0,0.25,0.3333333333333333,0.0,0.0,0.3333333333333333,0.08799368088467616,0.1111111111111111,0.0,0.1428571428571428,0.0,0.0,0.025,0.5,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
924,0.4047619047619047,1.0,0.17857142857142855,0.6666666666666667,1.0,0.0,0.6666666666666667,0.1314902580305424,0.0,1.0,0.2142857142857143,0.0,0.0,0.1,0.5,0.07500000000000001,0.1111111111111111,0.13333333333333333,0.11764705882352941,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
885,0.16666666666666669,1.0,0.3214285714285714,0.6666666666666667,1.0,0.25,1.0,0.20753027909426017,0.0,0.0,0.2142857142857143,0.0,0.0,0.125,0.6666666666666666,0.1,0.16666666666666666,0.06666666666666667,0.058823529411764705,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
332,0.857142857142857,0.5,0.6785714285714285,1.0,0.0,0.25,0.6666666666666667,0.20326487625065828,0.3333333333333333,0.0,0.0714285714285714,0.0,0.0,0.5,0.6666666666666666,0.1,0.16666666666666666,0.0,0.1764705882352941,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
589,0.2619047619047619,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.06898367561874671,0.1111111111111111,1.0,0.0,0.0,0.3333333333333333,0.025,0.16666666666666666,0.025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1094,0.5238095238095237,1.0,0.2857142857142857,0.0,1.0,0.25,0.0,0.23507109004739338,0.0,0.0,0.0714285714285714,0.0,0.0,0.225,0.8333333333333333,0.2,0.2222222222222222,0.4666666666666667,0.058823529411764705,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2330,0.380952380952381,0.5,0.03571428571428571,0.6666666666666667,0.0,0.5,0.3333333333333333,0.34102159031068985,0.1111111111111111,0.0,0.0714285714285714,0.0,0.0,0.225,0.3333333333333333,0.225,0.4444444444444444,0.26666666666666666,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,0.3333333333333333,1.0,0.2857142857142857,0.0,0.0,0.25,1.0,0.27977883096366507,0.1111111111111111,1.0,0.0714285714285714,0.0,0.3333333333333333,0.15000000000000002,0.3333333333333333,0.15000000000000002,0.2222222222222222,0.0,0.29411764705882354,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1084,0.380952380952381,1.0,0.0,1.0,1.0,0.5,0.6666666666666667,0.3198525539757767,0.1111111111111111,1.0,0.2142857142857143,0.0,0.0,0.25,0.5,0.25,0.5,0.5333333333333333,0.3529411764705882,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1477,0.6428571428571428,1.0,0.25,0.6666666666666667,1.0,0.5,0.6666666666666667,0.45318588730911,0.0,0.0,0.3571428571428571,0.0,0.0,0.225,0.3333333333333333,0.2,0.38888888888888884,0.26666666666666666,0.4117647058823529,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
109,0.09523809523809518,1.0,0.5,0.3333333333333333,0.0,0.0,1.0,0.09805160610847816,0.1111111111111111,0.0,0.2857142857142857,0.0,0.0,0.025,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
904,0.7142857142857142,1.0,0.0,1.0,1.0,1.0,1.0,0.9086887835703001,0.6666666666666666,0.0,0.0714285714285714,0.0,0.0,0.625,0.5,0.025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1489,0.2619047619047619,0.5,0.5,1.0,0.0,0.0,0.0,0.10221169036334915,0.0,0.0,0.4285714285714285,0.0,0.0,0.025,0.6666666666666666,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1136,0.23809523809523808,1.0,0.8214285714285714,0.6666666666666667,1.0,0.0,0.3333333333333333,0.07367035281727224,0.1111111111111111,1.0,0.4285714285714285,0.0,1.0,0.025,0.5,0.025,0.05555555555555555,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
919,0.976190476190476,1.0,0.6071428571428571,1.0,1.0,0.5,1.0,0.5004212743549237,0.6666666666666666,0.0,0.0714285714285714,0.0,0.0,0.625,1.0,0.225,0.38888888888888884,0.3333333333333333,0.23529411764705882,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1125,0.2619047619047619,0.5,0.03571428571428571,0.0,1.0,0.25,1.0,0.41305950500263294,0.1111111111111111,0.0,0.5714285714285713,0.0,0.3333333333333333,0.15000000000000002,0.0,0.15000000000000002,0.2222222222222222,0.06666666666666667,0.1764705882352941,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1596,0.07142857142857145,1.0,0.35714285714285715,0.3333333333333333,0.0,0.0,0.0,0.08983675618746709,0.1111111111111111,0.0,0.2857142857142857,0.0,0.0,0.025,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1361,0.19047619047619052,0.5,0.17857142857142855,0.6666666666666667,1.0,0.0,1.0,0.08083201685097421,0.0,0.0,0.4999999999999999,0.0,0.3333333333333333,0.2,0.5,0.17500000000000002,0.38888888888888884,0.4666666666666667,0.4117647058823529,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2103,0.16666666666666669,0.5,0.17857142857142855,0.6666666666666667,0.0,0.0,0.3333333333333333,0.10163243812532913,0.1111111111111111,0.0,0.2857142857142857,0.0,0.0,0.07500000000000001,0.5,0.05,0.0,0.06666666666666667,0.058823529411764705,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
87,0.7857142857142856,1.0,0.2857142857142857,1.0,1.0,0.0,1.0,0.05613480779357557,0.3333333333333333,0.0,0.8571428571428571,1.0,0.6666666666666666,0.25,0.6666666666666666,0.1,0.1111111111111111,0.0,0.1764705882352941,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
240,0.49999999999999994,1.0,0.0,0.6666666666666667,0.0,0.0,0.6666666666666667,0.06440231700895208,0.7777777777777777,0.0,0.2142857142857143,0.0,1.0,0.17500000000000002,0.16666666666666666,0.07500000000000001,0.1111111111111111,0.06666666666666667,0.11764705882352941,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1988,0.23809523809523808,1.0,0.10714285714285714,0.3333333333333333,1.0,0.0,0.6666666666666667,0.1280674038967878,0.1111111111111111,1.0,0.1428571428571428,0.0,0.0,0.05,0.5,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2173,0.16666666666666669,0.5,0.14285714285714285,0.3333333333333333,1.0,0.0,0.0,0.1118483412322275,0.0,0.0,0.4285714285714285,0.0,0.0,0.125,0.3333333333333333,0.07500000000000001,0.1111111111111111,0.0,0.11764705882352941,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1103,0.7142857142857142,1.0,0.5357142857142857,0.6666666666666667,0.0,0.25,0.6666666666666667,0.2859399684044234,0.8888888888888888,0.0,0.2142857142857143,0.0,0.3333333333333333,0.45,0.3333333333333333,0.2,0.38888888888888884,0.4666666666666667,0.4117647058823529,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
603,0.6428571428571428,1.0,0.03571428571428571,0.3333333333333333,0.0,0.0,0.6666666666666667,0.06661400737230122,0.1111111111111111,0.0,0.2142857142857143,0.0,0.0,0.025,0.5,0.025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1195,0.7380952380952379,1.0,0.0,0.6666666666666667,1.0,0.75,0.6666666666666667,0.7567140600315956,0.4444444444444444,0.0,0.2142857142857143,0.0,0.0,0.5750000000000001,0.3333333333333333,0.2,0.38888888888888884,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2251,0.5476190476190477,0.5,0.5357142857142857,0.3333333333333333,0.0,0.0,0.6666666666666667,0.09225908372827804,0.5555555555555556,1.0,0.0714285714285714,0.0,0.0,0.17500000000000002,0.16666666666666666,0.05,0.1111111111111111,0.06666666666666667,0.058823529411764705,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1212,0.380952380952381,1.0,0.6428571428571428,0.3333333333333333,0.0,0.0,1.0,0.10110584518167456,0.1111111111111111,0.0,0.0714285714285714,0.0,0.0,0.25,0.5,0.25,0.5,0.5333333333333333,0.4117647058823529,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1300,0.380952380952381,1.0,0.25,0.3333333333333333,1.0,0.25,0.6666666666666667,0.3048973143759873,0.1111111111111111,0.0,0.7142857142857143,1.0,0.6666666666666666,0.25,0.8333333333333333,0.25,0.4444444444444444,0.26666666666666666,0.47058823529411764,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2440,0.3095238095238095,0.5,0.10714285714285714,0.0,0.0,0.25,0.0,0.3012638230647709,0.5555555555555556,0.0,0.2857142857142857,0.0,0.0,0.225,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
15,0.2619047619047619,1.0,0.7142857142857143,0.3333333333333333,0.0,0.5,0.0,0.4724065297525013,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333,0.25,0.16666666666666666,0.25,0.5,0.5333333333333333,0.47058823529411764,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1397,0.857142857142857,1.0,0.2857142857142857,0.0,0.0,0.25,0.6666666666666667,0.09942074776198001,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.225,1.0,0.1,0.16666666666666666,0.13333333333333333,0.1764705882352941,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
653,0.7619047619047619,0.0,0.03571428571428571,0.0,1.0,0.75,0.0,0.8907319641916799,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333,0.775,0.5,0.775,0.3333333333333333,0.9333333333333333,0.4117647058823529,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
970,0.21428571428571425,1.0,0.35714285714285715,0.6666666666666667,0.0,0.0,1.0,0.08030542390731965,0.8888888888888888,0.0,0.2142857142857143,0.0,0.3333333333333333,0.125,0.6666666666666666,0.025,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1433,0.16666666666666669,1.0,0.25,0.0,0.0,0.25,0.6666666666666667,0.20526592943654556,0.0,1.0,0.7857142857142857,1.0,0.3333333333333333,0.15000000000000002,0.5,0.125,0.16666666666666666,0.0,0.23529411764705882,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
244,0.6428571428571428,1.0,0.0,0.6666666666666667,1.0,1.0,1.0,0.9580305423907319,0.0,0.0,0.0,0.0,0.3333333333333333,0.625,0.3333333333333333,0.6000000000000001,0.0,0.06666666666666667,0.4117647058823529,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
656,0.3333333333333333,1.0,0.8571428571428571,0.0,1.0,0.0,1.0,0.09404949973670354,0.1111111111111111,1.0,0.9285714285714285,1.0,0.0,0.025,0.3333333333333333,0.025,0.0,0.0,0.058823529411764705,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
608,0.8809523809523809,1.0,0.03571428571428571,0.6666666666666667,1.0,0.25,1.0,0.2185887309110058,0.4444444444444444,0.0,0.3571428571428571,0.0,0.0,0.30000000000000004,0.5,0.225,0.38888888888888884,0.4666666666666667,0.1764705882352941,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1595,0.4047619047619047,1.0,0.07142857142857142,0.6666666666666667,1.0,0.5,0.6666666666666667,0.49562927856766714,0.3333333333333333,0.0,0.0,0.0,0.0,0.4,0.16666666666666666,0.375,0.38888888888888884,0.4666666666666667,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
359,0.42857142857142855,0.5,0.07142857142857142,0.0,1.0,0.5,1.0,0.45760926803580837,0.4444444444444444,0.0,0.0,0.0,0.3333333333333333,0.4,0.3333333333333333,0.325,0.5,0.06666666666666667,0.7058823529411764,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
319,0.3333333333333333,1.0,0.25,0.6666666666666667,0.0,0.25,0.3333333333333333,0.2221695629278568,0.1111111111111111,1.0,0.0,0.0,0.0,0.325,0.3333333333333333,0.325,0.6666666666666666,0.7333333333333333,0.5294117647058824,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1904,0.3095238095238095,0.5,0.0,0.6666666666666667,0.0,0.0,0.3333333333333333,0.020063191153238548,0.1111111111111111,0.0,0.0714285714285714,0.0,0.0,0.025,0.3333333333333333,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2091,0.19047619047619052,0.5,0.14285714285714285,0.0,0.0,0.25,0.6666666666666667,0.1879410215903107,0.7777777777777777,0.0,0.3571428571428571,0.0,0.0,0.15000000000000002,0.3333333333333333,0.1,0.16666666666666666,0.2,0.058823529411764705,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
688,0.02380952380952378,1.0,0.7142857142857143,1.0,1.0,0.0,0.3333333333333333,0.05855713533438652,0.1111111111111111,1.0,0.1428571428571428,0.0,0.0,0.025,0.5,0.025,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1222,0.14285714285714285,1.0,0.75,1.0,1.0,0.0,0.6666666666666667,0.028751974723538708,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333,0.025,0.3333333333333333,0.025,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
